population	name	chr	start	end	recomb_Bherer2017_sexavg	recomb_Bherer2017_females	recomb_Bherer2017_males	missing	S	Pi	DAF	Divsites	D	K	Unknown	Psel_fold0	Pneu_fold0	Dsel_fold0	Dneu_fold0	alpha_fold0	test_fold0	m_sel_fold0	m_neu_fold0	Pi_sel_fold0	Pi_neu_fold0	K_sel_fold0	K_neu_fold0	alpha_pi_fold0	test_pi_fold0	Psel_neutral_fold0	alpha_cor_fold0	test_cor_fold0	DoS_fold0	f_fold0	b_fold0	y_fold0	d_fold0	Psel_intron	Pneu_intron	Dsel_intron	Dneu_intron	alpha_intron	test_intron	m_sel_intron	m_neu_intron	Pi_sel_intron	Pi_neu_intron	K_sel_intron	K_neu_intron	alpha_pi_intron	test_pi_intron	Psel_neutral_intron	alpha_cor_intron	test_cor_intron	DoS_intron	f_intron	b_intron	y_intron	d_intron	Psel_UTR5	Pneu_UTR5	Dsel_UTR5	Dneu_UTR5	alpha_UTR5	test_UTR5	m_sel_UTR5	m_neu_UTR5	Pi_sel_UTR5	Pi_neu_UTR5	K_sel_UTR5	K_neu_UTR5	alpha_pi_UTR5	test_pi_UTR5	Psel_neutral_UTR5	alpha_cor_UTR5	test_cor_UTR5	DoS_UTR5	f_UTR5	b_UTR5	y_UTR5	d_UTR5	Psel_UTR3	Pneu_UTR3	Dsel_UTR3	Dneu_UTR3	alpha_UTR3	test_UTR3	m_sel_UTR3	m_neu_UTR3	Pi_sel_UTR3	Pi_neu_UTR3	K_sel_UTR3	K_neu_UTR3	alpha_pi_UTR3	test_pi_UTR3	Psel_neutral_UTR3	alpha_cor_UTR3	test_cor_UTR3	DoS_UTR3	f_UTR3	b_UTR3	y_UTR3	d_UTR3	Psel_inter	Pneu_inter	Dsel_inter	Dneu_inter	alpha_inter	test_inter	m_sel_inter	m_neu_inter	Pi_sel_inter	Pi_neu_inter	K_sel_inter	K_neu_inter	alpha_pi_inter	test_pi_inter	Psel_neutral_inter	alpha_cor_inter	test_cor_inter	DoS_inter	f_inter	b_inter	y_inter	d_inter																			
ACB	55301	chr10	15085395	15116351	0.472660686	0.6546123379	0.2907090341	1.4827018122	242	0.0010011	83	16	1	4	8	2	0	0	9	2	1	0	0	0	3	0	0	1	0	9	429	0.0138611	0.0139908	5	2	1	11	2	0.6363636364	0.4892857143	617	130	0.0000352	0.000488	0.017828201	0.0153846154	0.9377553594	1	1	0.8181818182	0.4892857143	0.1794871795	0.2106969206	0.2106969206	-0.737439222	0.5786061588	210	1	394	2	-0.0659898477	1	28613	130	0.0010105	0.000488	0.0137699647	0.0153846154	-1.3135043064	1	75	0.6192893401	1	-0.0003111686	0.3407542026	0.6133575647	0.0590640618	0.0458882326	1	1	10	2	0.8	0.3956043956	305	130	0.0014612	0.000488	0.0327868852	0.0153846154	-0.405	1	0	1	0.3956043956	0.3333333333	0	0.4262295082	-1.7049180328	0.5737704918	11	1	6	2	-2.6666666667	0.5368421053	623	130	0.0017505	0.000488	0.0096308186	0.0153846154	-4.7301465952	1	4	-0.3333333333	0.5368421053	-0.1666666667	0.834670947	1.4606741573	1.6693418941	-1.2953451043	0	1	0	2	NaN	1	0	130	NaN	0.000488	NaN	0.0153846154	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN
ACB	221060	chr10	15136884	15139818	2.0413007851	2.7105963228	1.3720052474	0	32	0.0015861	22	2	0	3	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	1	34	0.0115922	0.0116827	0	3	1	3	1	0	1	298	77	0.0019513	0.0005554	0.0100671141	0.012987013	-3.5323397045	1	4	-0.3333333333	1	0	1.033557047	-0.2583892617	0	0.2248322148	4	1	1	1	-3	1	274	77	0.0006161	0.0005554	0.003649635	0.012987013	-2.9473457763	1	4	-3	1	-0.3	1.1240875912	0	0.8430656934	-0.1240875912	13	1	10	1	-0.3	1	721	77	0.002252	0.0005554	0.0138696255	0.012987013	-2.7967067142	1	18	-0.8	1	-0.0194805195	1.9223300971	-0.5339805825	0.3203883495	-0.3883495146	4	1	13	1	0.6923076923	0.4678362573	972	77	0.0013509	0.0005554	0.0133744856	0.012987013	-1.3618347803	1	7	0.4615384615	0.4678362573	0.1285714286	0.554526749	-0.237654321	-0.712962963	0.683127572	6	1	5	1	-0.2	1	500	77	0.0016769	0.0005554	0.01	0.012987013	-2.9211238887	1	8	-0.6	1	-0.0238095238	1.232	-0.308	0.154	0.076
ACB	10557	chr10	15138679	15146756	0.4564019142	0.2428198301	0.6699839983	1.4483783115	83	0.0012289	57	5	5	9	0	2	2	0	0	1	0	1	0	0	0	0	4	0	0	2	80	0.0099096	0.0099756	2	6	1	3	0	1	1	626	138	0.0009243	0.0000788	0.0047923323	0	1	1	2	1	1	0.1428571429	0.4408945687	0.8817891374	-Inf	-0.3226837061	51	1	59	0	1	0.4684684685	5523	138	0.001212	0.0000788	0.0106826	0	1	1	17	1	0.4684684685	0.0192307692	0.4247691472	0.8495382944	-Inf	-0.2743074416	13	1	10	0	1	1	850	138	0.0019103	0.0000788	0.0117647059	0	1	1	5	1	1	0.0714285714	0.8117647059	1.2988235294	-Inf	-1.1105882353	0	1	0	0	NaN	1	91	138	0	0.0000788	0	0	NaN	1	0	NaN	1	NaN	0	0	NaN	1	6	1	7	0	1	1	500	138	0.0006917	0.0000788	0.014	0	1	1	2	1	1	0.1428571429	0.552	1.104	-Inf	-0.656
ACB	9397	chr10	15147271	15211195	1.1552724225	1.7410259521	0.5695188928	3.9468126711	581	0.0011823	375	66	19	26	12	11	7	12	4	3	1	8	12	7	8	3	9	4	6	26	701	0.0109704	0.0110514	20	3	1	3	2	-1	1	1295	213	0.0007194	0.0001015	0.0023166023	0.0093896714	-27.7278614214	1	3	-1	1	-0.15	0.4934362934	0	0.2467181467	0.5065637066	479	1	654	2	-0.4648318043	1	55091	213	0.001064	0.0001015	0.0118712675	0.0093896714	-7.2914194365	1	644	-0.9694189602	1	-0.0009654472	2.4899166833	-0.6379444918	0.5876821985	-0.8519721915	5	1	7	2	-0.4285714286	1	414	213	0.002441	0.0001015	0.0169082126	0.0093896714	-12.3553240626	1	5	-0.4285714286	1	-0.0555555556	2.5724637681	0	0.7717391304	-1.5724637681	34	1	31	2	-1.1935483871	0.6082089552	3500	213	0.0036673	0.0001015	0.0088571429	0.0093896714	-37.3033835195	1	47	-2.0322580645	0.6082089552	-0.032034632	2.8602857143	-0.7911428571	1.1258571429	-1.0691428571	5	1	2	2	-4	0.5	561	213	0.0029828	0.0001015	0.0035650624	0.0093896714	-76.4000693818	1	8	-7	0.5	-0.3333333333	3.0374331551	-1.1390374332	1.5187165775	-0.8983957219
ACB	100192204	chr10	15196221	15197846	0.5798495	0.957101	0.202598	0	18	0.0012686	14	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	13	0.0079951	0.008038	0	1	0	3	0	NaN	1	340	71	0.000246	0	0.0088235294	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	15	0	8	0	NaN	1	1000	71	0.0019792	0	0.008	0	NaN	1	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	27	71	0	0	0	0	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	1	0	NaN	1	77	71	0	0	0.012987013	0	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	71	NaN	0	NaN	0	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	221061	chr10	15253144	15413558	1.8459218289	3.1948163147	0.4970273431	0.9649970389	1458	0.0011132	974	96	72	55	31	11	18	28	18	25	9	12	11	16	8	9	19	25	43	82	2259	0.0140857	0.0142197	40	4	3	2	6	-3	0.3146853147	1633	422	0.0003929	0.0012432	0.0012247397	0.0142180095	-2.6689011922	1	4	-3	0.3146853147	-0.3214285714	0.3445601143	0	0.2584200857	0.6554398857	1318	3	2235	6	-0.1794183445	1	154459	422	0.001142	0.0012432	0.0144698593	0.0142180095	0.097391138	1	1743	-0.5597315436	1	-0.0004063694	1.5873597524	-0.3870498536	0.1825964603	-0.2003098989	0	3	0	6	NaN	1	0	422	NaN	0.0012432	NaN	0.0142180095	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN	6	3	5	6	-1.4	0.4058585377	1270	422	0.0006682	0.0012432	0.0039370079	0.0142180095	-0.941055646	1	7	-1.8	0.4058585377	-0.2121212121	0.775328084	-0.1107611549	0.387664042	0.3354330709	2	3	8	6	0.5	0.6284829721	562	422	0.0001532	0.0012432	0.0142348754	0.0142180095	0.8769156343	1	2	0.5	0.6284829721	0.1714285714	0.5005931198	0	-0.5005931198	0.4994068802
ACB	8516	chr10	15558588	15762270	0.7627105156	1.1337815634	0.3916394679	1.8352047054	1863	0.0012354	1215	160	58	83	35	12	8	17	44	49	18	44	13	16	22	27	41	15	26	135	2945	0.0144617	0.0146029	42	11	5	6	4	-0.4666666667	0.6924485126	2008	459	0.0009127	0.0014589	0.0029880478	0.0087145969	-0.8245773955	1	10.8	-0.44	0.6924485126	-0.0875	0.4937450199	0.0091434263	0.1600099602	0.4971115538	1608	5	2920	4	0.5594520548	0.2951219952	196041	459	0.0012648	0.0014589	0.0148948434	0.0087145969	0.4927667715	1	1813.4	0.5031780822	0.2951219952	0.001731825	0.8491597166	-0.0961825332	-0.9562060997	0.2470228167	0	5	0	4	NaN	1	0	459	NaN	0.0014589	NaN	0.0087145969	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN	0	5	0	4	NaN	1	69	459	0	0.0014589	0	0.0087145969	NaN	1	0	NaN	1	0	0	0	0	1	8	5	9	4	0.2888888889	1	721	459	0.0015701	0.0014589	0.012482663	0.0087145969	0.2486507619	1	9.4	0.1644444444	1	0.0769230769	1.1968377254	-0.1782524272	-0.4138002774	-0.0185852982
ACB	80013	chr10	15819675	15903019	0.1994437407	0.3704842091	0.0284032723	0.0755894175	650	0.000688	445	91	18	0	3	0	3	2	7	6	7	4	9	1	1	2	2	22	35	30	828	0.0099357	0.0100021	3	0	0	1	1	NaN	1	863	123	0	0	0.0011587486	0.0081300813	NaN	1	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	548	0	806	1	-Inf	1	79907	123	0.0006959	0	0.0100867258	0.0081300813	-Inf	1	NaN	NaN	1	-0.0012391574	NaN	NaN	Inf	NaN	3	0	2	1	-Inf	1	388	123	0.0013402	0	0.0051546392	0.0081300813	-Inf	1	NaN	NaN	1	-0.3333333333	NaN	NaN	Inf	NaN	4	0	6	1	-Inf	1	816	123	0.0008685	0	0.0073529412	0.0081300813	-Inf	1	NaN	NaN	1	-0.1428571429	NaN	NaN	Inf	NaN	5	0	11	1	-Inf	1	1000	123	0.0004459	0	0.011	0.0081300813	-Inf	1	NaN	NaN	1	-0.0833333333	NaN	NaN	Inf	NaN
ACB	9317	chr10	16478442	16556244	2.9107955614	3.2763138323	2.5452772905	0.1028237986	717	0.0014142	397	95	27	20	13	28	9	11	16	10	7	9	8	3	14	8	33	7	15	31	1151	0.0147964	0.0149443	8	2	0	5	3	-Inf	1	674	148	0.0010855	0	0.0074183976	0.0202702703	-Inf	1	NaN	NaN	1	-0.375	NaN	NaN	Inf	NaN	596	0	1106	3	-Inf	0.5559517127	72656	148	0.0014335	0	0.015222418	0.0202702703	-Inf	1	NaN	NaN	0.5559517127	-0.0027051398	NaN	NaN	Inf	NaN	4	0	3	3	-Inf	0.2	371	148	0.0022561	0	0.0080862534	0.0202702703	-Inf	1	NaN	NaN	0.2	-0.5	NaN	NaN	Inf	NaN	25	0	24	3	-Inf	0.2364253394	2989	148	0.0012421	0	0.0080294413	0.0202702703	-Inf	1	NaN	NaN	0.2364253394	-0.1111111111	NaN	NaN	Inf	NaN	2	0	3	3	-Inf	0.4642857143	500	148	0.0010751	0	0.006	0.0202702703	-Inf	1	NaN	NaN	0.4642857143	-0.5	NaN	NaN	Inf	NaN

